candidate_id,dominance_status,pareto_status,comparable_measured_dimensions,unknown_dimensions,reason
TUP-COINBASE-BTCUSD-H3-MICROOFI-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-KRAKEN-BTCUSD-H3-MICROOFI-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-HYPERLIQUID-BTCPERP-H1-QDEP-AGGPAS,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-HYPERLIQUID-BTCPERP-H3-OFILIQ-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-HYPERLIQUID-BTCPERP-H4-FUNDBASIS-MIX,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-EUREX-FESX-H2H3-OFIQ-MIX,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-CBOE-USOPT-H5-SURFRV-MIX,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-DERIBIT-BTCOPT-H5-SURFRV-MIX,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-KALSHI-EVENT-H5-EVENTINF-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-FX-ECN-H2H3-LEADLAG-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-FX-RETAILBROKER-H3H4-FEEDLAG-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-NASDAQ-LARGETICK-H1H2-QUEUEPOS-L1ONLY-AGG,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-METHOD-PASSIVE-TOUCHFILL,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-GENERIC-CRYPTO-MICRO,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-GENERIC-CME-QUEUE,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-SYSTEMONE-HARDCORE-ENGINE,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
TUP-JEV-HOSTED-LATENCY-UNMEASURED,NOT_EVALUATED_UNKNOWN_DIMENSIONS,NOT_EVALUATED,verified_fee_unit_values|verified_feed_cadence|verified_data_product_scope,mechanism_credibility|evidence_quality|observability|data_feasibility|execution_feasibility|net_edge_headroom|signal_longevity|capacity|capital_efficiency|simulation_feasibility|regime_robustness|operational_complexity|regulatory_burden,"Pareto analysis requires every compared dimension to be measured for both candidates. The decision-critical dimensions are UNKNOWN for all candidates, so no dominance statement is made and no UNKNOWN is scored as an average."
