candidate_id,candidate_class,venue_id,execution_style,fee_source_ids,fee_unit_notes,one_way_maker_fee_bps,one_way_taker_fee_bps,round_trip_maker_maker_fee_bps,round_trip_maker_taker_fee_bps,round_trip_taker_taker_fee_bps,round_trip_flat_fee_bps,required_round_trip_fee_bps_for_style,known_cost_floor_bps,known_cost_floor_native_value,known_cost_floor_native_unit,required_round_trip_fee_native_value,known_cost_floor_known_components,known_cost_floor_missing_components,spread_bps,slippage_bps,adverse_selection_bps,impact_bps,funding_bps,clearing_broker_fees_bps,full_break_even_bps,full_break_even_status,full_break_even_unknown_components,break_even_source_ids,fee_unit_conversion_note,envelope_note,unknown_fields
TUP-KRAKEN-BTCUSD-H3-MICROOFI-AGG,TUPLE,VEN-KRAKEN-BTCUSD,AGGRESSIVE,SRC-0106,Tier 1 spot 0.40% maker / 0.80% taker; reductions require high volume/assets. Platform fee only.,40.0,80.0,80.0,120.0,160.0,UNKNOWN,160.0,160.0,160.0,BPS,160.0,taker_fee|taker_fee_second_leg,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|slippage|adverse_selection|impact,NONE,Required round trip computed from verified fee legs.,"Round trip for AGGRESSIVE execution uses only verified fee legs; spread, slippage, impact and adverse selection remain separate unknown columns. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H1-QDEP-AGGPAS,TUPLE,VEN-HYPERLIQUID-BTCPERP,MIXED,SRC-0213,"Perp base tier (< $5m 14-day volume): taker 0.045%, maker 0.015%; tiers fall to 0.024%/0% above $7b; staking (5%-40%) and referral modifiers apply, and maker-volume rebates of 0.001%-0.003% exist above 0.5%-3.0% maker share (SRC-0213). The page publishes no effective date, so the snapshot date must be recorded with the figure.",1.5,4.5,3.0,6.0,9.0,UNKNOWN,UNKNOWN,0.09,0.09,PERCENT,,taker_fee|taker_fee_second_leg,maker_fee|maker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",required_round_trip_fee_native_value|full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H3-OFILIQ-AGG,TUPLE,VEN-HYPERLIQUID-BTCPERP,AGGRESSIVE,SRC-0213,"Perp base tier (< $5m 14-day volume): taker 0.045%, maker 0.015%; tiers fall to 0.024%/0% above $7b; staking (5%-40%) and referral modifiers apply, and maker-volume rebates of 0.001%-0.003% exist above 0.5%-3.0% maker share (SRC-0213). The page publishes no effective date, so the snapshot date must be recorded with the figure.",1.5,4.5,3.0,6.0,9.0,UNKNOWN,9.0,0.09,0.09,PERCENT,0.09,taker_fee|taker_fee_second_leg,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|slippage|adverse_selection|impact,NONE,Required round trip computed from verified fee legs.,"Round trip for AGGRESSIVE execution uses only verified fee legs; spread, slippage, impact and adverse selection remain separate unknown columns. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H4-FUNDBASIS-MIX,TUPLE,VEN-HYPERLIQUID-BTCPERP,MIXED,SRC-0213,"Perp base tier (< $5m 14-day volume): taker 0.045%, maker 0.015%; tiers fall to 0.024%/0% above $7b; staking (5%-40%) and referral modifiers apply, and maker-volume rebates of 0.001%-0.003% exist above 0.5%-3.0% maker share (SRC-0213). The page publishes no effective date, so the snapshot date must be recorded with the figure.",1.5,4.5,3.0,6.0,9.0,UNKNOWN,UNKNOWN,0.09,0.09,PERCENT,,taker_fee|taker_fee_second_leg,maker_fee|maker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",required_round_trip_fee_native_value|full_break_even_bps
TUP-EUREX-FESX-H2H3-OFIQ-MIX,TUPLE,VEN-EUREX-FESX,MIXED,NONE,Eurex execution fees were not verified; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-CBOE-USOPT-H5-SURFRV-MIX,TUPLE,VEN-CBOE-OPT,MIXED,NONE,"Options fee schedule exists (effective 2026-09-01) but class/order-type economics were not decomposed, so no fee value is recorded.",,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-DERIBIT-BTCOPT-H5-SURFRV-MIX,TUPLE,VEN-DERIBIT-BTCOPT,MIXED,SRC-0219,"Options standard tier 3/3 bps with per-tier reductions and fees capped as a percentage of premium; perps/futures 1.5/3.5 bps at the standard tier; fixed 1% liquidation fee on BTC/ETH/USDC futures and perps; delivery fee 0.015% capped at 12.5% of option value (SRC-0219, updated 2026-09-14, rates effective 2026-08-01).",3.0,3.0,6.0,6.0,6.0,UNKNOWN,UNKNOWN,6.0,6.0,BPS,,taker_fee|taker_fee_second_leg,maker_fee|maker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",required_round_trip_fee_native_value|full_break_even_bps
TUP-KALSHI-EVENT-H5-EVENTINF-AGG,TUPLE,VEN-KALSHI-EVENT,AGGRESSIVE,SRC-0222,"Taker fee = round_up(M x 0.07 x C x P x (1-P)) with a product-specific multiplier M; maker multiplier defaults to zero unless a product table indicates otherwise, so the ordinary maker fee is recorded as verified zero while product-specific series can differ. Settlement and membership fees are zero; a separate perpetual-futures schedule runs 12.0 to 2.6 bps by tier (SRC-0222, effective 2026-07-07).",0.0,,0.0,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,TUPLE,VEN-POLYMARKET-EVENT,AGGRESSIVE,NONE,"International schedule is taker-only and category-specific: fee = C x rate x p x (1-p), category rates 0 to 0.07 with maker rebate programs up to 25%; makers are never charged; the market's own configuration is authoritative (SRC-0228). No venue-wide fee value is recorded because no single value is correct.",,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,TUPLE,VEN-USSTOCK-MULTI,AGGRESSIVE,NONE,"Per-venue comparator rates, deliberately NOT collapsed into one multi-venue fee value: NYSE non-tier add credit $0.0012/share and take charge $0.0030/share (SRC-0209); IEX base tier displayed adds free, removes $0.0030/share, DEEP feed $2,500/month and 10G port $7,000/month (SRC-0208); Cboe BZX and Nasdaq as recorded on their own rows.",,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-FX-ECN-H2H3-LEADLAG-AGG,TUPLE,VEN-FX-ECN-UNSPEC,AGGRESSIVE,NONE,No fee values verified.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-FX-RETAILBROKER-H3H4-FEEDLAG-AGG,TUPLE,VEN-FX-RETAILBROKER-UNSPEC,AGGRESSIVE,NONE,No fee values verified.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-NASDAQ-LARGETICK-H1H2-QUEUEPOS-L1ONLY-AGG,TUPLE,VEN-NASDAQ-CONT,PASSIVE,SRC-0203,"Base tier for securities >= $1: displayed-add rebate $0.0018/share (Tapes A and B) and $0.0013/share (Tape C); remove fee $0.0030/share for all MPIDs (SRC-0203, abbreviated page, authoritative text Nasdaq Equity 7 s.122). Higher rebate tiers require a consolidated-volume share unavailable to a small participant.",,,,,,UNKNOWN,UNKNOWN,,-0.0036,USD_PER_SHARE,-0.0036,displayed_add_rebate|displayed_add_rebate_second_leg,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"Taker fee is quoted per share: its bps equivalent needs a price and is therefore UNKNOWN here (ASM-0011). Passive candidate: the standard displayed-add rate is a verified credit, so the native floor is the negative of that rebate (sourced). Realized fee codes may differ with routing and volume. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|full_break_even_bps
TUP-METHOD-PASSIVE-TOUCHFILL,METHOD_RULE,UNKNOWN,PASSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-GENERIC-CRYPTO-MICRO,UNIVERSE_DEFINITION,UNKNOWN,AGGRESSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-GENERIC-CME-QUEUE,UNIVERSE_DEFINITION,UNKNOWN,PASSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
