date,symbol,locate,reference_product,observations,bid_match_rate,ask_match_rate,spread_match_rate,unexplained_mismatches,note
2019-07-30,PTEN,6413,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,BYND,1142,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NFLX,5498,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ON,5845,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TMUS,7810,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,GILD,3339,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ADI,94,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CSX,1767,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,WDC,8497,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AAL,7,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MDLZ,5020,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,FITB,2886,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NWL,5723,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,XLNX,8688,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,WBA,8470,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,KHC,4592,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,DISCA,2043,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,TER,7701,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,PAYX,5986,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AABA,4,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CRZO,1735,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ROKU,6779,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,EA,2263,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ADBE,91,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MAT,4959,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,LRCX,4878,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ETFC,2584,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,MCHP,4991,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,SSNC,7450,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,CTSH,1799,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,DLTR,2084,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,NXPI,5736,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,STLD,7492,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ALXN,320,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,AMTD,379,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
2019-07-30,ROST,6789,INTERNAL_ORDER_MAP_REBUILD,636,1.0,1.0,1.0,0,"No provider BBO/MBP artifact is contained in the TotalView-ITCH product, so the independent representation used here is a full rebuild of every price level from the order map, compared against the incrementally maintained levels and best quotes. A provider BBO cross-check remains CALCULATION_BLOCKED on a second data product."
