candidate_id,candidate_class,venue_id,execution_style,fee_source_ids,fee_unit_notes,one_way_maker_fee_bps,one_way_taker_fee_bps,round_trip_maker_maker_fee_bps,round_trip_maker_taker_fee_bps,round_trip_taker_taker_fee_bps,round_trip_flat_fee_bps,required_round_trip_fee_bps_for_style,known_cost_floor_bps,known_cost_floor_native_value,known_cost_floor_native_unit,required_round_trip_fee_native_value,known_cost_floor_known_components,known_cost_floor_missing_components,spread_bps,slippage_bps,adverse_selection_bps,impact_bps,funding_bps,clearing_broker_fees_bps,full_break_even_bps,full_break_even_status,full_break_even_unknown_components,break_even_source_ids,fee_unit_conversion_note,envelope_note,unknown_fields
TUP-KRAKEN-BTCUSD-H3-MICROOFI-AGG,TUPLE,VEN-KRAKEN-BTCUSD,AGGRESSIVE,SRC-0106,Tier 1 spot 0.40% maker / 0.80% taker; reductions require high volume/assets. Platform fee only.,40.0,80.0,80.0,120.0,160.0,UNKNOWN,160.0,160.0,160.0,BPS,160.0,taker_fee|taker_fee_second_leg,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|slippage|adverse_selection|impact,NONE,Required round trip computed from verified fee legs.,"Round trip for AGGRESSIVE execution uses only verified fee legs; spread, slippage, impact and adverse selection remain separate unknown columns. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H1-QDEP-AGGPAS,TUPLE,VEN-HYPERLIQUID-BTCPERP,MIXED,NONE,Trading-fee schedule was not verified in the M1-A pass; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H3-OFILIQ-AGG,TUPLE,VEN-HYPERLIQUID-BTCPERP,AGGRESSIVE,NONE,Trading-fee schedule was not verified in the M1-A pass; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-HYPERLIQUID-BTCPERP-H4-FUNDBASIS-MIX,TUPLE,VEN-HYPERLIQUID-BTCPERP,MIXED,NONE,Trading-fee schedule was not verified in the M1-A pass; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-EUREX-FESX-H2H3-OFIQ-MIX,TUPLE,VEN-EUREX-FESX,MIXED,NONE,Eurex execution fees were not verified; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-CBOE-USOPT-H5-SURFRV-MIX,TUPLE,VEN-CBOE-OPT,MIXED,NONE,"Options fee schedule exists (effective 2026-09-01) but class/order-type economics were not decomposed, so no fee value is recorded.",,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-DERIBIT-BTCOPT-H5-SURFRV-MIX,TUPLE,VEN-DERIBIT-BTCOPT,MIXED,NONE,Fees not verified; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,maker_fee|maker_fee_second_leg|taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"MIXED style: the maker/taker mix is a strategy choice that has not been made, so the style-required round trip stays UNKNOWN. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-KALSHI-EVENT-H5-EVENTINF-AGG,TUPLE,VEN-KALSHI-EVENT,AGGRESSIVE,NONE,Fees not verified; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,TUPLE,VEN-POLYMARKET-EVENT,AGGRESSIVE,NONE,Fees not verified; no fee value is recorded.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,TUPLE,VEN-USSTOCK-MULTI,AGGRESSIVE,NONE,"Per-venue comparator rates, deliberately NOT collapsed into one multi-venue fee value: NYSE non-tier add credit $0.0012/share and take charge $0.0030/share (SRC-0209); IEX base tier displayed adds free, removes $0.0030/share, DEEP feed $2,500/month and 10G port $7,000/month (SRC-0208); Cboe BZX and Nasdaq as recorded on their own rows.",,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-FX-ECN-H2H3-LEADLAG-AGG,TUPLE,VEN-FX-ECN-UNSPEC,AGGRESSIVE,NONE,No fee values verified.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-FX-RETAILBROKER-H3H4-FEEDLAG-AGG,TUPLE,VEN-FX-RETAILBROKER-UNSPEC,AGGRESSIVE,NONE,No fee values verified.,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,NONE,taker_fee|taker_fee_second_leg,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"No verified fee value exists for this venue, so every cost field is UNKNOWN rather than zero. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-NASDAQ-LARGETICK-H1H2-QUEUEPOS-L1ONLY-AGG,TUPLE,VEN-NASDAQ-CONT,PASSIVE,SRC-0203,"Base tier for securities >= $1: displayed-add rebate $0.0018/share (Tapes A and B) and $0.0013/share (Tape C); remove fee $0.0030/share for all MPIDs (SRC-0203, abbreviated page, authoritative text Nasdaq Equity 7 s.122). Higher rebate tiers require a consolidated-volume share unavailable to a small participant.",,,,,,UNKNOWN,UNKNOWN,,-0.0036,USD_PER_SHARE,-0.0036,displayed_add_rebate|displayed_add_rebate_second_leg,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BLOCKED_UNKNOWN_COMPONENTS,spread|fees|slippage|adverse_selection|impact,NONE,Required round trip is UNKNOWN in bps because at least one verified leg is quoted per share (no price available) or the execution style is MIXED.,"Taker fee is quoted per share: its bps equivalent needs a price and is therefore UNKNOWN here (ASM-0011). Passive candidate: the standard displayed-add rate is a verified credit, so the native floor is the negative of that rebate (sourced). Realized fee codes may differ with routing and volume. KnownCostFloor is a lower bound on cost, not break-even (ASM-0012).",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|full_break_even_bps
TUP-METHOD-PASSIVE-TOUCHFILL,METHOD_RULE,UNKNOWN,PASSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-GENERIC-CRYPTO-MICRO,UNIVERSE_DEFINITION,UNKNOWN,AGGRESSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-GENERIC-CME-QUEUE,UNIVERSE_DEFINITION,UNKNOWN,PASSIVE,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
TUP-SYSTEMONE-HARDCORE-ENGINE,GOVERNANCE,UNKNOWN,MIXED,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"No venue row exists for this registration row (method rule, universe definition or governance entry), so no cost envelope is defined.",one_way_taker_fee_bps|one_way_maker_fee_bps|round_trip_maker_maker_fee_bps|round_trip_maker_taker_fee_bps|round_trip_taker_taker_fee_bps|known_cost_floor_bps|known_cost_floor_native_value|required_round_trip_fee_native_value|full_break_even_bps
